chain_name,seed_id,message_id,transcription_survey_name,text,n,is_english
glass,34,524,remaining-proximal-and-distal-1,danninanime,1,0
glass,34,524,remaining-proximal-and-distal-1,dannnnannnannmay,1,0
glass,34,524,remaining-proximal-and-distal-1,daynahnaynaynay,1,0
glass,34,524,remaining-proximal-and-distal-1,dehnininee,1,0
glass,34,524,remaining-proximal-and-distal-1,demaningningning,1,0
glass,34,524,remaining-proximal-and-distal-1,denenene,1,0
glass,34,524,remaining-proximal-and-distal-1,denenenene,1,0
glass,34,524,remaining-proximal-and-distal-1,denuhnuh-nehneh,1,0
glass,34,524,remaining-proximal-and-distal-1,dn-n-n-nee-nee,1,0
glass,34,524,remaining-proximal-and-distal-1,dummy,1,1
glass,34,533,remaining-proximal-and-distal-1,dundunda,3,0
glass,34,533,remaining-proximal-and-distal-1,da da da,1,0
glass,34,533,remaining-proximal-and-distal-1,dadada,1,0
glass,34,533,remaining-proximal-and-distal-1,dadadaaa,1,0
glass,34,533,remaining-proximal-and-distal-1,dududah,1,0
glass,34,533,remaining-proximal-and-distal-1,duh duh daw,1,0
glass,34,533,remaining-proximal-and-distal-1,duh duh duh,1,1
glass,34,533,remaining-proximal-and-distal-1,duhduhduh,1,0
glass,34,533,remaining-proximal-and-distal-1,duhnduhnda,1,0
glass,34,533,remaining-proximal-and-distal-1,dumbdat,1,0
glass,34,533,remaining-proximal-and-distal-1,dumdunta,1,0
glass,34,533,remaining-proximal-and-distal-1,dumpty,1,0
glass,34,533,remaining-proximal-and-distal-1,dun dun da,1,0
glass,34,533,remaining-proximal-and-distal-1,dun-dun-dah,1,0
glass,34,533,remaining-proximal-and-distal-1,dun-dun-duh,1,0
glass,34,533,remaining-proximal-and-distal-1,dunduh,1,0
glass,34,533,remaining-proximal-and-distal-1,dundundah,1,0
glass,34,533,remaining-proximal-and-distal-1,dundundao,1,0
glass,34,533,remaining-proximal-and-distal-1,dundunduh,1,0
glass,34,533,remaining-proximal-and-distal-1,dundunta,1,0
glass,34,538,remaining-proximal-and-distal-1,da-ti-ti-tic,1,0
glass,34,538,remaining-proximal-and-distal-1,daatt tiitititititi,1,0
glass,34,538,remaining-proximal-and-distal-1,datadta,1,0
glass,34,538,remaining-proximal-and-distal-1,deetdedededeet,1,0
glass,34,538,remaining-proximal-and-distal-1,detetete,1,0
glass,34,538,remaining-proximal-and-distal-1,dictionary,1,1
glass,34,538,remaining-proximal-and-distal-1,did,1,1
glass,34,538,remaining-proximal-and-distal-1,didedede,1,0
glass,34,538,remaining-proximal-and-distal-1,didududi,1,0
glass,34,538,remaining-proximal-and-distal-1,dihdihdihdih,1,0
glass,34,538,remaining-proximal-and-distal-1,dit dededit,1,0
glass,34,538,remaining-proximal-and-distal-1,ditclchclchclchclch,1,0
glass,34,538,remaining-proximal-and-distal-1,ditdidididiw,1,0
glass,34,538,remaining-proximal-and-distal-1,ditditiditditdit,1,0
glass,34,538,remaining-proximal-and-distal-1,ditduthiditdit,1,0
glass,34,538,remaining-proximal-and-distal-1,dootditditdootdit,1,0
glass,34,538,remaining-proximal-and-distal-1,duttatooto,1,0
glass,34,538,remaining-proximal-and-distal-1,ghut,1,0
glass,34,538,remaining-proximal-and-distal-1,gkkk,1,0
glass,34,538,remaining-proximal-and-distal-1,gutututut,1,0
glass,34,538,remaining-proximal-and-distal-1,kehtshehtshetshehtsheh,1,0
glass,34,538,remaining-proximal-and-distal-1,qwuckdikadikick,1,0
glass,34,538,remaining-proximal-and-distal-1,suhdidid,1,0
glass,34,538,remaining-proximal-and-distal-1,tahtatatata,1,0
glass,34,538,remaining-proximal-and-distal-1,teh tuhtuhtuh teh,1,0
glass,34,538,remaining-proximal-and-distal-1,tic-kiki-kiki,1,0
glass,34,538,remaining-proximal-and-distal-1,tich,1,0
glass,34,538,remaining-proximal-and-distal-1,too-tu-tu-tu-tu,1,0
glass,34,544,remaining-proximal-and-distal-1,blah,2,1
glass,34,544,remaining-proximal-and-distal-1,blahblahblah,2,0
glass,34,544,remaining-proximal-and-distal-1,ablablablablah,1,0
glass,34,544,remaining-proximal-and-distal-1,blablabla,1,0
glass,34,544,remaining-proximal-and-distal-1,blablablablabla,1,0
glass,34,544,remaining-proximal-and-distal-1,blah blah blah blah blah,1,1
glass,34,544,remaining-proximal-and-distal-1,blahabang,1,0
glass,34,544,remaining-proximal-and-distal-1,blahblahblahblahblah,1,0
glass,34,544,remaining-proximal-and-distal-1,blay,1,0
glass,34,544,remaining-proximal-and-distal-1,bluh bluh bluh bluh bluh,1,0
glass,34,544,remaining-proximal-and-distal-1,bluhbluhbluhbluhbluh,1,0
glass,34,544,remaining-proximal-and-distal-1,chchrayblablablablablaheytoldyatapethelapdogreadytogo,1,0
glass,34,544,remaining-proximal-and-distal-1,falithayblahblahblahblah,1,0
glass,34,544,remaining-proximal-and-distal-1,fff pla blah blah blah blah,1,0
glass,34,544,remaining-proximal-and-distal-1,fray-blahh,1,0
glass,34,544,remaining-proximal-and-distal-1,fwishfwishmayblahblahblahblah,1,0
glass,34,544,remaining-proximal-and-distal-1,heyblablablablaheytoldyououtsidelotdogreadytogo,1,0
glass,34,544,remaining-proximal-and-distal-1,heyshhhblablablabla,1,0
glass,34,544,remaining-proximal-and-distal-1,maah blababablaba,1,0
glass,34,544,remaining-proximal-and-distal-1,mayblablabla,1,0
glass,34,544,remaining-proximal-and-distal-1,meeehhh bla bla bla bla,1,0
glass,34,544,remaining-proximal-and-distal-1,meh babla-wawa,1,0
glass,34,544,remaining-proximal-and-distal-1,mehhh blah blah blah,1,0
glass,34,544,remaining-proximal-and-distal-1,mistake,1,1
glass,34,544,remaining-proximal-and-distal-1,pffreebeepblahblablablablatowtrucksattheloty'allreadytogo,1,0
glass,34,544,remaining-proximal-and-distal-1,rorbababago,1,0
glass,34,566,hand picked 1,dundunda,9,0
glass,34,566,hand picked 1,dundundah,2,0
glass,34,566,hand picked 1,dundunduh,2,0
glass,34,566,hand picked 1,dahduhda,1,0
glass,34,566,hand picked 1,duh duh dah,1,0
glass,34,566,hand picked 1,dun dun dah,1,0
glass,34,566,hand picked 1,dun-du-dah,1,0
glass,34,566,hand picked 1,dunduhduh,1,0
glass,34,566,hand picked 1,dundunta,1,0
glass,34,566,hand picked 1,tantata,1,0
glass,34,566,hand picked 1,temthemda,1,0
glass,34,566,hand picked 1,tunduntah,1,0
glass,35,35,hand picked 1 seeds,clink,3,1
glass,35,35,hand picked 1 seeds,breetu,1,0
glass,35,35,hand picked 1 seeds,clappun,1,0
glass,35,35,hand picked 1 seeds,click,1,1
glass,35,35,hand picked 1 seeds,clinket,1,0
glass,35,35,hand picked 1 seeds,cranking,1,1
glass,35,35,hand picked 1 seeds,cribbett,1,0
glass,35,35,hand picked 1 seeds,ding,1,1
glass,35,35,hand picked 1 seeds,eeka,1,0
glass,35,35,hand picked 1 seeds,glasses clanking,1,1
glass,35,35,hand picked 1 seeds,grink,1,0
glass,35,35,hand picked 1 seeds,ka-tick,1,0
glass,35,35,hand picked 1 seeds,katink,1,0
glass,35,35,hand picked 1 seeds,klak,1,0
glass,35,35,hand picked 1 seeds,klickitt,1,0
glass,35,35,hand picked 1 seeds,klika,1,0
glass,35,35,hand picked 1 seeds,kricht,1,0
glass,35,35,hand picked 1 seeds,likop,1,0
glass,35,56,first-gen-partial-1,bahdumdum,1,0
glass,35,56,first-gen-partial-1,berruthump,1,0
glass,35,56,first-gen-partial-1,blirrta,1,0
glass,35,56,first-gen-partial-1,bridum,1,0
glass,35,56,first-gen-partial-1,brupto,1,0
glass,35,56,first-gen-partial-1,derrigdup,1,0
glass,35,56,first-gen-partial-1,drimtum,1,0
glass,35,56,first-gen-partial-1,drituh,1,0
glass,35,56,first-gen-partial-1,drrrrritda,1,0
glass,35,56,first-gen-partial-1,drurder,1,0
glass,35,56,first-gen-partial-1,durripdup,1,0
glass,35,56,first-gen-partial-1,durrrickto,1,0
glass,35,56,first-gen-partial-1,grillup,1,0
glass,35,56,first-gen-partial-1,pfftcrich,1,0
glass,35,56,first-gen-partial-1,trichta,1,0
glass,35,56,first-gen-partial-1,triptotree,1,0
glass,35,56,first-gen-partial-1,trrrrto,1,0
glass,35,56,first-gen-partial-1,turreektu,1,0
glass,35,56,first-gen-partial-1,turrito,1,0
glass,35,56,first-gen-partial-1,turrupt,1,0
glass,35,56,first-gen-partial-1,zorito,1,0
glass,35,87,first-gen-partial-1,erf,2,0
glass,35,87,first-gen-partial-1,arf,1,0
glass,35,87,first-gen-partial-1,arn,1,0
glass,35,87,first-gen-partial-1,earp,1,0
glass,35,87,first-gen-partial-1,earrp,1,0
glass,35,87,first-gen-partial-1,eeerh,1,0
glass,35,87,first-gen-partial-1,eherk,1,0
glass,35,87,first-gen-partial-1,ehw,1,0
glass,35,87,first-gen-partial-1,eit,1,0
glass,35,87,first-gen-partial-1,eoup,1,0
glass,35,87,first-gen-partial-1,ergh,1,0
glass,35,87,first-gen-partial-1,erp,1,0
glass,35,87,first-gen-partial-1,eruf,1,0
glass,35,87,first-gen-partial-1,eu,1,0
glass,35,87,first-gen-partial-1,eurh,1,0
glass,35,87,first-gen-partial-1,ewww,1,0
glass,35,87,first-gen-partial-1,eylp,1,0
glass,35,87,first-gen-partial-1,iern,1,0
glass,35,87,first-gen-partial-1,irp,1,0
glass,35,87,first-gen-partial-1,meow,1,1
glass,35,87,first-gen-partial-1,yelp,1,1
glass,35,143,first-gen-partial-1,bupcuititit,1,0
glass,35,143,first-gen-partial-1,chert,1,1
glass,35,143,first-gen-partial-1,chirck,1,0
glass,35,143,first-gen-partial-1,chkackk,1,0
glass,35,143,first-gen-partial-1,choouk,1,0
glass,35,143,first-gen-partial-1,ckrrrt,1,0
glass,35,143,first-gen-partial-1,cuh,1,0
glass,35,143,first-gen-partial-1,durt,1,0
glass,35,143,first-gen-partial-1,gerk,1,0
glass,35,143,first-gen-partial-1,kch,1,0
glass,35,143,first-gen-partial-1,krh,1,0
glass,35,143,first-gen-partial-1,kwup,1,0
glass,35,143,first-gen-partial-1,terh,1,0
glass,35,143,first-gen-partial-1,thuurt,1,0
glass,35,143,first-gen-partial-1,toosch,1,0
glass,35,143,first-gen-partial-1,truch,1,0
glass,35,143,first-gen-partial-1,tseuw,1,0
glass,35,143,first-gen-partial-1,tuchu,1,0
glass,35,143,first-gen-partial-1,turk,1,1
glass,35,143,first-gen-partial-1,turuh,1,0
glass,35,172,first-gen-partial-1,erer,2,0
glass,35,172,first-gen-partial-1,errerr,2,0
glass,35,172,first-gen-partial-1,ehrehr,1,0
glass,35,172,first-gen-partial-1,ehrrert,1,0
glass,35,172,first-gen-partial-1,ernert,1,0
glass,35,172,first-gen-partial-1,erperp,1,0
glass,35,172,first-gen-partial-1,err err,1,1
glass,35,172,first-gen-partial-1,errerk,1,0
glass,35,172,first-gen-partial-1,errernt,1,0
glass,35,172,first-gen-partial-1,erruerr,1,0
glass,35,172,first-gen-partial-1,erruh,1,0
glass,35,172,first-gen-partial-1,ert-ert,1,0
glass,35,172,first-gen-partial-1,erub,1,0
glass,35,172,first-gen-partial-1,mahha,1,0
glass,35,172,first-gen-partial-1,reruh,1,0
glass,35,172,first-gen-partial-1,uhah,1,0
glass,35,172,first-gen-partial-1,uheh,1,0
glass,35,172,first-gen-partial-1,uhr,1,0
glass,35,172,first-gen-partial-1,uhruhr,1,0
glass,35,172,first-gen-partial-1,wer-er,1,0
glass,35,502,hand picked 1,goracto,5,0
glass,35,502,hand picked 1,gorecto,3,0
glass,35,502,hand picked 1,correcto,2,0
glass,35,502,hand picked 1,directo,2,0
glass,35,502,hand picked 1,dorakdo,1,0
glass,35,502,hand picked 1,garage door,1,1
glass,35,502,hand picked 1,garecto,1,0
glass,35,502,hand picked 1,garratto,1,0
glass,35,502,hand picked 1,garrotto,1,0
glass,35,502,hand picked 1,gorakdoh,1,0
glass,35,502,hand picked 1,gorato,1,0
glass,35,502,hand picked 1,gorcto,1,0
glass,35,502,hand picked 1,gordato,1,0
glass,35,502,hand picked 1,gorracto,1,0
glass,35,502,hand picked 1,roracto,1,0
glass,35,502,hand picked 1,ygoradtdo,1,0
glass,35,516,remaining-proximal-and-distal-1,chrech droawl,1,0
glass,35,516,remaining-proximal-and-distal-1,ckriii- kkkraaa,1,0
glass,35,516,remaining-proximal-and-distal-1,creacrooww,1,0
glass,35,516,remaining-proximal-and-distal-1,creekahh,1,0
glass,35,516,remaining-proximal-and-distal-1,creik ya,1,0
glass,35,516,remaining-proximal-and-distal-1,crkt drrauh,1,0
glass,35,516,remaining-proximal-and-distal-1,crunchah,1,0
glass,35,516,remaining-proximal-and-distal-1,grrrcraah,1,0
glass,35,516,remaining-proximal-and-distal-1,kehwaahan,1,0
glass,35,516,remaining-proximal-and-distal-1,kroar,1,0
glass,35,516,remaining-proximal-and-distal-1,pft-wraat,1,0
glass,35,516,remaining-proximal-and-distal-1,psshgraa,1,0
glass,35,516,remaining-proximal-and-distal-1,pwilk-plah,1,0
glass,35,516,remaining-proximal-and-distal-1,rackgluhuh,1,0
glass,35,516,remaining-proximal-and-distal-1,reverse lugy spit,1,0
glass,35,520,remaining-proximal-and-distal-1,mmmmmmmm,2,0
glass,35,520,remaining-proximal-and-distal-1,air,1,1
glass,35,520,remaining-proximal-and-distal-1,ehn,1,0
glass,35,520,remaining-proximal-and-distal-1,emmmmmm,1,0
glass,35,520,remaining-proximal-and-distal-1,ems,1,1
glass,35,520,remaining-proximal-and-distal-1,mhmm,1,0
glass,35,520,remaining-proximal-and-distal-1,mmgh,1,0
glass,35,520,remaining-proximal-and-distal-1,mmm,1,0
glass,35,520,remaining-proximal-and-distal-1,mmmmh,1,0
glass,35,520,remaining-proximal-and-distal-1,mmmmm,1,0
glass,35,520,remaining-proximal-and-distal-1,mmmmmm,1,0
glass,35,520,remaining-proximal-and-distal-1,mmmmmmmmmm,1,0
glass,35,520,remaining-proximal-and-distal-1,mmmmmmmmmmmm,1,0
glass,35,520,remaining-proximal-and-distal-1,mmmmmmmmmmmmum,1,0
glass,35,520,remaining-proximal-and-distal-1,mmmuhuh,1,0
glass,35,520,remaining-proximal-and-distal-1,mmunm,1,0
glass,35,520,remaining-proximal-and-distal-1,mrrrrreerrr,1,0
glass,35,520,remaining-proximal-and-distal-1,nmmmnnn,1,0
glass,35,520,remaining-proximal-and-distal-1,nnnn,1,0
glass,35,520,remaining-proximal-and-distal-1,nnnng,1,0
glass,35,520,remaining-proximal-and-distal-1,nnnnnn,1,0
glass,35,520,remaining-proximal-and-distal-1,nnnnnuh,1,0
glass,35,520,remaining-proximal-and-distal-1,saydasausageummmum,1,0
glass,35,520,remaining-proximal-and-distal-1,tinkn,1,0
glass,35,520,remaining-proximal-and-distal-1,uhnnnnn,1,0
glass,35,520,remaining-proximal-and-distal-1,ummmmmm,1,0
glass,35,520,remaining-proximal-and-distal-1,ummum,1,0
glass,35,520,remaining-proximal-and-distal-1,unnnnmmm,1,0
glass,35,554,remaining-proximal-and-distal-1,rantant,2,0
glass,35,554,remaining-proximal-and-distal-1,reh-eh,2,0
glass,35,554,remaining-proximal-and-distal-1,reheh,2,0
glass,35,554,remaining-proximal-and-distal-1,brah-ant,1,0
glass,35,554,remaining-proximal-and-distal-1,losenoise,1,0
glass,35,554,remaining-proximal-and-distal-1,raaaant-aaant,1,0
glass,35,554,remaining-proximal-and-distal-1,rah-eh,1,0
glass,35,554,remaining-proximal-and-distal-1,rahe,1,0
glass,35,554,remaining-proximal-and-distal-1,raheuh,1,0
glass,35,554,remaining-proximal-and-distal-1,rahh-ahh,1,0
glass,35,554,remaining-proximal-and-distal-1,rant-ant,1,0
glass,35,554,remaining-proximal-and-distal-1,re-eh,1,0
glass,35,554,remaining-proximal-and-distal-1,reanean,1,0
glass,35,554,remaining-proximal-and-distal-1,reant ent,1,0
glass,35,554,remaining-proximal-and-distal-1,redit,1,0
glass,35,554,remaining-proximal-and-distal-1,reenteent,1,0
glass,35,554,remaining-proximal-and-distal-1,reh eh,1,0
glass,35,554,remaining-proximal-and-distal-1,reheanhh,1,0
glass,35,554,remaining-proximal-and-distal-1,reint,1,0
glass,35,554,remaining-proximal-and-distal-1,renit,1,0
glass,35,554,remaining-proximal-and-distal-1,rentehh,1,0
glass,35,554,remaining-proximal-and-distal-1,ri-ih,1,0
glass,35,554,remaining-proximal-and-distal-1,riheh,1,0
glass,35,554,remaining-proximal-and-distal-1,rit it,1,0
glass,35,554,remaining-proximal-and-distal-1,weye-eh,1,0
glass,35,554,remaining-proximal-and-distal-1,wret-et,1,0
glass,36,36,remaining-proximal-and-distal-1,tink,2,0
glass,36,36,remaining-proximal-and-distal-1,chank,1,0
glass,36,36,remaining-proximal-and-distal-1,cleek,1,0
glass,36,36,remaining-proximal-and-distal-1,clink,1,1
glass,36,36,remaining-proximal-and-distal-1,cliq,1,0
glass,36,36,remaining-proximal-and-distal-1,cucked,1,0
glass,36,36,remaining-proximal-and-distal-1,dink,1,0
glass,36,36,remaining-proximal-and-distal-1,glassbonk,1,0
glass,36,36,remaining-proximal-and-distal-1,kading,1,0
glass,36,36,remaining-proximal-and-distal-1,kaplink,1,0
glass,36,36,remaining-proximal-and-distal-1,kerk,1,0
glass,36,36,remaining-proximal-and-distal-1,plink,1,1
glass,36,36,remaining-proximal-and-distal-1,titit,1,0
glass,36,36,remaining-proximal-and-distal-1,tl,1,0
glass,36,36,remaining-proximal-and-distal-1,tling,1,0
glass,36,36,remaining-proximal-and-distal-1,tlink,1,0
glass,36,36,remaining-proximal-and-distal-1,tsink,1,0
glass,36,72,first-gen-partial-1,beep,1,1
glass,36,72,first-gen-partial-1,booeep,1,0
glass,36,72,first-gen-partial-1,boooe,1,0
glass,36,72,first-gen-partial-1,ciiia,1,0
glass,36,72,first-gen-partial-1,dirrng,1,0
glass,36,72,first-gen-partial-1,done,1,1
glass,36,72,first-gen-partial-1,duhnnn,1,0
glass,36,72,first-gen-partial-1,gaeg,1,0
glass,36,72,first-gen-partial-1,geah,1,0
glass,36,72,first-gen-partial-1,geuung,1,0
glass,36,72,first-gen-partial-1,ghewha,1,0
glass,36,72,first-gen-partial-1,gooad,1,0
glass,36,72,first-gen-partial-1,gyeaahh,1,0
glass,36,72,first-gen-partial-1,kain,1,0
glass,36,72,first-gen-partial-1,meerp,1,0
glass,36,72,first-gen-partial-1,meow,1,1
glass,36,72,first-gen-partial-1,peeh,1,0
glass,36,72,first-gen-partial-1,peeww,1,0
glass,36,72,first-gen-partial-1,peh,1,0
glass,36,72,first-gen-partial-1,peww,1,0
glass,36,72,first-gen-partial-1,ping,1,1
glass,36,72,first-gen-partial-1,piow,1,0
glass,36,72,first-gen-partial-1,pliiip,1,0
glass,36,72,first-gen-partial-1,puom,1,0
glass,36,72,first-gen-partial-1,pweeeeh,1,0
glass,36,556,remaining-proximal-and-distal-1,weeoo,2,0
glass,36,556,remaining-proximal-and-distal-1,weeooh,2,0
glass,36,556,remaining-proximal-and-distal-1,weyou,2,0
glass,36,556,remaining-proximal-and-distal-1,siren,1,1
glass,36,556,remaining-proximal-and-distal-1,wayew,1,0
glass,36,556,remaining-proximal-and-distal-1,wayio,1,0
glass,36,556,remaining-proximal-and-distal-1,wayo,1,0
glass,36,556,remaining-proximal-and-distal-1,wayoh,1,0
glass,36,556,remaining-proximal-and-distal-1,wayoo,1,0
glass,36,556,remaining-proximal-and-distal-1,wayyo,1,0
glass,36,556,remaining-proximal-and-distal-1,wee-eew,1,0
glass,36,556,remaining-proximal-and-distal-1,weeoh,1,0
glass,36,556,remaining-proximal-and-distal-1,weeohhh,1,0
glass,36,556,remaining-proximal-and-distal-1,weewoo,1,0
glass,36,556,remaining-proximal-and-distal-1,weeyo,1,0
glass,36,556,remaining-proximal-and-distal-1,weeyoo,1,0
glass,36,556,remaining-proximal-and-distal-1,weeyou,1,0
glass,36,556,remaining-proximal-and-distal-1,weiyo,1,0
glass,36,556,remaining-proximal-and-distal-1,wheel,1,1
glass,36,556,remaining-proximal-and-distal-1,wheeoooh,1,0
glass,36,556,remaining-proximal-and-distal-1,wiyou,1,0
glass,37,37,remaining-proximal-and-distal-1,clink,4,1
glass,37,37,remaining-proximal-and-distal-1,plink,3,1
glass,37,37,remaining-proximal-and-distal-1,dink,2,0
glass,37,37,remaining-proximal-and-distal-1,tink,2,0
glass,37,37,remaining-proximal-and-distal-1,buink,1,0
glass,37,37,remaining-proximal-and-distal-1,claink,1,0
glass,37,37,remaining-proximal-and-distal-1,climpk,1,0
glass,37,37,remaining-proximal-and-distal-1,clinksha,1,0
glass,37,37,remaining-proximal-and-distal-1,diunk,1,0
glass,37,37,remaining-proximal-and-distal-1,glink,1,0
glass,37,37,remaining-proximal-and-distal-1,ignk,1,0
glass,37,37,remaining-proximal-and-distal-1,kling,1,0
glass,37,37,remaining-proximal-and-distal-1,map,1,1
glass,37,37,remaining-proximal-and-distal-1,pingg,1,0
glass,37,37,remaining-proximal-and-distal-1,tingk,1,0
glass,37,37,remaining-proximal-and-distal-1,tronk,1,0
glass,37,37,remaining-proximal-and-distal-1,tunck,1,0
glass,37,63,first-gen-partial-1,moonk,3,0
glass,37,63,first-gen-partial-1,boonk,2,0
glass,37,63,first-gen-partial-1,munk,2,0
glass,37,63,first-gen-partial-1,noonk,2,0
glass,37,63,first-gen-partial-1,bloonk,1,0
glass,37,63,first-gen-partial-1,blunk,1,0
glass,37,63,first-gen-partial-1,boog,1,0
glass,37,63,first-gen-partial-1,boonkah,1,0
glass,37,63,first-gen-partial-1,gloog,1,0
glass,37,63,first-gen-partial-1,gnoonk,1,0
glass,37,63,first-gen-partial-1,gunk,1,1
glass,37,63,first-gen-partial-1,monk,1,1
glass,37,63,first-gen-partial-1,moough,1,0
glass,37,63,first-gen-partial-1,munnk,1,0
glass,37,63,first-gen-partial-1,muunk,1,0
glass,37,63,first-gen-partial-1,noog,1,0
glass,37,562,remaining-proximal-and-distal-1,broke,3,1
glass,37,562,remaining-proximal-and-distal-1,guroak,2,0
glass,37,562,remaining-proximal-and-distal-1,baroke,1,0
glass,37,562,remaining-proximal-and-distal-1,baroque,1,1
glass,37,562,remaining-proximal-and-distal-1,bbbrrrroookkkee,1,0
glass,37,562,remaining-proximal-and-distal-1,betwoolrullelk,1,0
glass,37,562,remaining-proximal-and-distal-1,brrroke,1,0
glass,37,562,remaining-proximal-and-distal-1,brrrokuh,1,0
glass,37,562,remaining-proximal-and-distal-1,brrrr-oke,1,0
glass,37,562,remaining-proximal-and-distal-1,brrrr-roke,1,0
glass,37,562,remaining-proximal-and-distal-1,brrrrroke,1,0
glass,37,562,remaining-proximal-and-distal-1,brrrrrrroke,1,0
glass,37,562,remaining-proximal-and-distal-1,burroke,1,0
glass,37,562,remaining-proximal-and-distal-1,croak,1,1
glass,37,562,remaining-proximal-and-distal-1,grrohak,1,0
glass,37,562,remaining-proximal-and-distal-1,mrope,1,0
glass,37,562,remaining-proximal-and-distal-1,orump,1,0
glass,37,562,remaining-proximal-and-distal-1,tuh urwoah tuh,1,0
glass,37,562,remaining-proximal-and-distal-1,varroak,1,0
glass,37,562,remaining-proximal-and-distal-1,veroke,1,0
glass,37,562,remaining-proximal-and-distal-1,vrrroke,1,0
glass,37,562,remaining-proximal-and-distal-1,weroake,1,0
glass,37,562,remaining-proximal-and-distal-1,werrock,1,0
glass,37,562,remaining-proximal-and-distal-1,whurrult,1,0
tear,38,38,remaining-proximal-and-distal-1,bishuw,1,0
tear,38,38,remaining-proximal-and-distal-1,buyik,1,0
tear,38,38,remaining-proximal-and-distal-1,creech,1,0
tear,38,38,remaining-proximal-and-distal-1,crizzz,1,0
tear,38,38,remaining-proximal-and-distal-1,crrrick,1,0
tear,38,38,remaining-proximal-and-distal-1,crruuuh,1,0
tear,38,38,remaining-proximal-and-distal-1,fake,1,1
tear,38,38,remaining-proximal-and-distal-1,iip,1,0
tear,38,38,remaining-proximal-and-distal-1,kafrip,1,0
tear,38,38,remaining-proximal-and-distal-1,knssss,1,0
tear,38,38,remaining-proximal-and-distal-1,korowhe-re,1,0
tear,38,38,remaining-proximal-and-distal-1,kqui,1,0
tear,38,38,remaining-proximal-and-distal-1,phhhhhhiiiiii,1,0
tear,38,38,remaining-proximal-and-distal-1,pllllllllllllll,1,0
tear,38,38,remaining-proximal-and-distal-1,psuu-uhit,1,0
tear,38,38,remaining-proximal-and-distal-1,qwwurrrp,1,0
tear,38,38,remaining-proximal-and-distal-1,rip,1,1
tear,38,38,remaining-proximal-and-distal-1,skarp,1,0
tear,38,38,remaining-proximal-and-distal-1,skrit,1,0
tear,38,38,remaining-proximal-and-distal-1,sleep,1,1
tear,38,38,remaining-proximal-and-distal-1,ssssrrip,1,0
tear,38,38,remaining-proximal-and-distal-1,tdizuuit,1,0
tear,38,38,remaining-proximal-and-distal-1,wrrrrrruuurrrrrrrrrrrrrriiippppppppppp,1,0
tear,38,38,remaining-proximal-and-distal-1,zazee,1,0
tear,38,38,remaining-proximal-and-distal-1,ztlulllra,1,0
tear,38,38,remaining-proximal-and-distal-1,zzzzip,1,0
tear,38,38,remaining-proximal-and-distal-1,zzzzuhrrrip,1,0
tear,38,62,first-gen-partial-1,phfffft,1,0
tear,38,62,first-gen-partial-1,pseup,1,0
tear,38,62,first-gen-partial-1,scheeept,1,0
tear,38,62,first-gen-partial-1,scheilpt,1,0
tear,38,62,first-gen-partial-1,sheeeepsh,1,0
tear,38,62,first-gen-partial-1,sheepip,1,0
tear,38,62,first-gen-partial-1,shhhhh,1,0
tear,38,62,first-gen-partial-1,shhhhhkhkhkt,1,0
tear,38,62,first-gen-partial-1,shhhooop,1,0
tear,38,62,first-gen-partial-1,shhhp,1,0
tear,38,62,first-gen-partial-1,shiiiik,1,0
tear,38,62,first-gen-partial-1,shlip,1,0
tear,38,62,first-gen-partial-1,shrrrrrlup,1,0
tear,38,62,first-gen-partial-1,shupt,1,0
tear,38,62,first-gen-partial-1,shuuhh,1,0
tear,38,62,first-gen-partial-1,shuush,1,0
tear,38,62,first-gen-partial-1,snakeing,1,0
tear,38,62,first-gen-partial-1,sshhhhhhhp,1,0
tear,38,62,first-gen-partial-1,sssspt,1,0
tear,38,62,first-gen-partial-1,ssssssup,1,0
tear,38,62,first-gen-partial-1,szszszst,1,0
tear,38,62,first-gen-partial-1,tswwhhee,1,0
tear,38,552,remaining-proximal-and-distal-1,chh chh,2,0
tear,38,552,remaining-proximal-and-distal-1,ch-shhh ch-shhh,1,0
tear,38,552,remaining-proximal-and-distal-1,chchh,1,0
tear,38,552,remaining-proximal-and-distal-1,cheecheea,1,0
tear,38,552,remaining-proximal-and-distal-1,cheehcheeh,1,0
tear,38,552,remaining-proximal-and-distal-1,chh-chh,1,0
tear,38,552,remaining-proximal-and-distal-1,chhchh,1,0
tear,38,552,remaining-proximal-and-distal-1,chhhee chhhee,1,0
tear,38,552,remaining-proximal-and-distal-1,chhhhchhhh,1,0
tear,38,552,remaining-proximal-and-distal-1,chhhheatchhhheat,1,0
tear,38,552,remaining-proximal-and-distal-1,chhhhtchhhht,1,0
tear,38,552,remaining-proximal-and-distal-1,chit,1,1
tear,38,552,remaining-proximal-and-distal-1,schee,1,0
tear,38,552,remaining-proximal-and-distal-1,schuit,1,0
tear,38,552,remaining-proximal-and-distal-1,sheet,1,1
tear,38,552,remaining-proximal-and-distal-1,shish,1,0
tear,38,552,remaining-proximal-and-distal-1,shishi,1,0
tear,38,552,remaining-proximal-and-distal-1,shtcht,1,0
tear,38,552,remaining-proximal-and-distal-1,steambrake,1,0
tear,38,552,remaining-proximal-and-distal-1,tashhht,1,0
tear,39,39,hand picked 1 seeds,clickadrag,1,0
tear,39,39,hand picked 1 seeds,cliflika,1,0
tear,39,39,hand picked 1 seeds,crisshhh,1,0
tear,39,39,hand picked 1 seeds,kitzee,1,0
