filename,url
water1.wav,http://sapir.psych.wisc.edu/stimuli/words-in-transition/seeds/water1.wav
water2.wav,http://sapir.psych.wisc.edu/stimuli/words-in-transition/seeds/water2.wav
water3.wav,http://sapir.psych.wisc.edu/stimuli/words-in-transition/seeds/water3.wav
water4.wav,http://sapir.psych.wisc.edu/stimuli/words-in-transition/seeds/water4.wav
water5.wav,http://sapir.psych.wisc.edu/stimuli/words-in-transition/seeds/water5.wav
water6.wav,http://sapir.psych.wisc.edu/stimuli/words-in-transition/seeds/water6.wav
