category,0,1,2,3,4,5,loop_merge_row
water,http://sapir.psych.wisc.edu/stimuli/words-in-transition/seeds/water1.wav,http://sapir.psych.wisc.edu/stimuli/words-in-transition/seeds/water2.wav,http://sapir.psych.wisc.edu/stimuli/words-in-transition/seeds/water3.wav,http://sapir.psych.wisc.edu/stimuli/words-in-transition/seeds/water4.wav,http://sapir.psych.wisc.edu/stimuli/words-in-transition/seeds/water5.wav,http://sapir.psych.wisc.edu/stimuli/words-in-transition/seeds/water6.wav,1
