branch_id,sound_x,sound_y,similarity
33,366,468,46.93884985194551
34,141,177,61.220185977930484
34,177,236,53.36513809343559
34,236,325,55.324251640844366
34,325,380,54.97657394180705
34,380,473,72.02324604842548
35,367,474,62.627510809092584
36,371,478,49.85073934442768
37,360,493,89.52800156162999
38,56,235,70.0704996456957
38,235,379,52.49606419091396
38,379,406,56.316201703825705
38,406,496,63.32327643327783
38,496,502,67.51659525371831
39,214,246,52.85168489033871
66,214,246,52.85168489033871
68,214,246,52.85168489033871
86,214,246,52.85168489033871
39,246,340,53.245028911737506
66,246,340,53.245028911737506
39,340,363,76.04237876821273
66,340,363,76.04237876821273
39,363,501,95.23221313553724
39,501,506,93.76812165804819
40,277,314,66.25666013281709
82,277,314,66.25666013281709
40,314,336,51.7950593085979
82,314,336,51.7950593085979
40,336,445,90.65775771391874
40,445,452,111.73911546573098
40,452,509,87.78744546329648
41,50,165,71.48689226671752
78,50,165,71.48689226671752
41,165,327,69.58863629793102
78,165,327,69.58863629793102
41,327,441,74.67959878555726
41,441,465,81.09183150543464
41,465,511,70.85460412630265
42,215,226,65.91360124709797
42,226,355,72.04825519931583
42,355,399,111.92821119550261
42,399,498,72.00528828871809
42,498,513,84.27097305068625
43,153,161,74.58739859572846
43,161,300,72.5300849859265
43,300,386,75.69515420457358
43,386,492,92.95722980049422
43,492,515,76.40871647644528
44,143,188,59.665626662932596
44,188,317,53.981501734763
44,317,405,61.72225601878675
44,405,480,60.327411976285795
44,480,516,57.8143382453199
45,137,231,63.481288626203025
75,137,231,63.481288626203025
45,231,315,70.06385229329962
75,231,315,70.06385229329962
45,315,364,59.616408340271605
75,315,364,59.616408340271605
45,364,470,46.86783675301127
45,470,518,64.05293098145573
46,87,266,70.86221258143182
79,87,266,70.86221258143182
46,266,388,105.07069821117283
46,388,396,74.44621525469425
46,396,464,72.44968111784968
46,464,520,62.572544209633705
47,220,252,60.03191406444559
47,252,323,51.737467752281496
47,323,389,56.147688147243414
47,389,437,65.2044437960391
47,437,523,44.4087382641821
48,159,178,77.96761795785623
48,178,365,68.2170122616148
48,365,429,49.733966862900985
48,429,483,56.447334619828176
48,483,524,61.50172921872856
49,52,183,77.65153989579325
67,52,183,77.65153989579325
49,183,337,63.855859946661084
67,183,337,63.855859946661084
49,337,410,65.98679433923132
67,337,410,65.98679433923132
49,410,442,90.42657848337144
49,442,526,83.78182807166122
50,112,173,78.3507372946586
69,112,173,78.3507372946586
50,173,295,55.960168768108986
69,173,295,55.960168768108986
50,295,375,51.011528970205646
69,295,375,51.011528970205646
50,375,504,55.12840774024246
50,504,531,68.14993591934851
51,92,184,63.54861263161349
51,184,312,50.39238377984623
51,312,381,53.44659764849697
51,381,476,61.48740218890186
51,476,534,57.453168272170835
52,116,307,49.61383365157043
52,307,348,48.7874625564813
52,348,449,77.05339553817711
52,449,475,84.45109704603371
52,475,538,68.31684974044317
53,111,305,109.74738632471349
53,305,329,77.45656567058248
53,329,383,61.68739346258788
53,383,457,65.88312148299413
53,457,542,64.21879457071503
54,136,199,52.106167198872
54,199,368,106.61234493512559
54,368,438,102.5595567895759
54,438,489,72.10888456017823
54,489,544,70.1912454985863
55,113,539,82.33697857790492
55,539,540,66.00650854773548
55,540,547,60.341471704006516
55,547,548,60.07408555499272
55,548,553,51.97509973392432
56,172,301,54.781908834097926
56,301,361,63.506108142662875
56,361,423,123.84048842576014
56,423,460,104.18444615252524
56,460,554,61.684638815923115
57,220,536,56.808369397008704
57,536,541,52.60239217409407
57,541,545,71.2524265064237
57,545,551,66.20564665891827
57,551,558,67.75599149914582
58,58,200,73.55205734392145
58,200,285,67.94058802555857
58,285,351,73.25539689544578
58,351,485,54.152328026225874
58,485,563,54.22195206143949
59,224,249,182.89971569578458
59,249,303,160.02007085260837
59,303,353,57.694286931473194
59,353,459,44.29435653138068
59,459,564,58.48692500708111
60,298,395,67.2099558032937
61,345,400,63.06267192899283
62,342,401,89.30025630959935
63,105,150,53.93942299843882
63,150,262,52.59514145866749
63,262,332,55.21352929221045
63,332,412,57.59513357222618
64,209,253,56.95024326296829
64,253,326,67.73988082629418
64,326,393,84.29067368664721
64,393,419,79.96750390711159
65,115,264,68.27043354510725
65,264,310,67.50647614557674
65,310,369,102.73164753719227
65,369,421,65.42497043119603
66,363,428,91.9491061954214
67,410,432,65.39511010124635
68,246,343,55.04560454901854
68,343,372,75.21636946324506
68,372,448,100.10502045209086
69,375,451,86.78808353594717
70,88,179,50.49854459189158
70,179,291,60.64183119465773
70,291,403,58.56192343649231
70,403,455,55.5663502796728
71,95,228,70.97710327147168
84,95,228,70.97710327147168
71,228,272,80.52254538806503
71,272,347,67.30216346932413
71,347,466,57.87503255749888
72,73,234,61.34565622804823
72,234,274,61.18446208710723
72,274,359,55.55910950360912
72,359,479,49.83598480495357
73,64,258,67.75280398938916
73,258,279,62.63482399776103
73,279,414,55.683365035195656
73,414,487,67.40679939574943
74,240,267,89.01146074635963
74,267,289,86.62765435114729
74,289,397,72.63108739948198
74,397,497,102.52766607477966
75,364,555,59.209587170848195
76,275,309,65.58856194126638
77,98,211,51.049661153110875
77,211,233,55.76360943878945
77,233,334,71.94273019733932
78,327,402,61.2684778455742
79,266,378,101.05118069508644
79,378,404,69.0217315170226
80,245,286,165.26245779959768
80,286,341,51.956472573728426
80,341,416,56.4354015999039
81,210,232,113.24494028358674
81,232,331,70.30613572101646
81,331,431,46.35362283301799
82,336,434,63.05890742306474
83,193,230,97.6328233908715
84,228,278,79.43729938481067
85,61,263,77.84794408186254
85,263,324,73.10782645109016
86,246,333,63.04425683584432
87,97,124,51.6724767128388
88,149,156,95.51823316091931
89,147,157,83.4167480784443
90,164,180,81.32052979485697
91,144,186,48.40516546306548
92,133,190,64.88823738261773
93,148,192,73.67531245984895
94,134,194,76.1024466555644
95,151,195,58.013416936174
96,205,221,52.5012951771659
97,242,259,55.91146808425636
98,270,293,47.07521226838002
99,281,297,51.201132272779745
